COD_CONTA,DSC_ESTADO_CIVIL,DSC_SUITABILITY
7704,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7705,UNIÃO ESTÁVEL,AGRESSIVO
7706,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7707,SOLTEIRO(A),AGRESSIVO
7708,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7709,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7710,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7711,SOLTEIRO(A),AGRESSIVO
7712,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7713,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7714,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7715,VIUVO(A),MODERADO
7716,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7717,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7718,SOLTEIRO(A),MODERADO
7719,CASADO(A) COM BRASILEIRO(A)  NATO(A),NÃO INFORMADO
7720,CASADO(A) COM BRASILEIRO(A)  NATO(A),CONSERVADOR
7721,SOLTEIRO(A),AGRESSIVO
7722,SOLTEIRO(A),MODERADO
7723,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7724,VIUVO(A),MODERADO
7725,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7726,SOLTEIRO(A),MODERADO
7727,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7728,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7729,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7730,DIVORCIADO(A),AGRESSIVO
7731,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7732,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7733,SOLTEIRO(A),AGRESSIVO
7734,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7735,DIVORCIADO(A),AGRESSIVO
7736,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7737,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7738,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7739,UNIÃO ESTÁVEL,MODERADO
7740,UNIÃO ESTÁVEL,MODERADO
7741,SOLTEIRO(A),MODERADO
7742,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7743,VIUVO(A),NÃO INFORMADO
7744,DIVORCIADO(A),MODERADO
7745,SOLTEIRO(A),MODERADO
7746,SOLTEIRO(A),MODERADO
7747,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7748,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7749,SOLTEIRO(A),AGRESSIVO
7750,SOLTEIRO(A),MODERADO
7751,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7752,SOLTEIRO(A),AGRESSIVO
7753,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7754,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7755,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7756,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7757,VIUVO(A),MODERADO
7758,SOLTEIRO(A),AGRESSIVO
7759,SOLTEIRO(A),AGRESSIVO
7760,SOLTEIRO(A),AGRESSIVO
7761,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7762,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7763,SOLTEIRO(A),CONSERVADOR
7764,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7765,VIUVO(A),AGRESSIVO
7766,SOLTEIRO(A),AGRESSIVO
7767,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7768,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7769,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7770,SOLTEIRO(A),AGRESSIVO
7771,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7772,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7773,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7774,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7775,VIUVO(A),MODERADO
7776,UNIÃO ESTÁVEL,AGRESSIVO
7777,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7778,DIVORCIADO(A),AGRESSIVO
7779,SOLTEIRO(A),AGRESSIVO
7780,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7781,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7782,SOLTEIRO(A),NÃO INFORMADO
7783,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7784,UNIÃO ESTÁVEL,AGRESSIVO
7785,SOLTEIRO(A),AGRESSIVO
7786,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
7787,SOLTEIRO(A),NÃO INFORMADO
7788,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7789,VIUVO(A),AGRESSIVO
7790,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7791,DIVORCIADO(A),MODERADO
7792,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7793,SOLTEIRO(A),AGRESSIVO
7794,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7795,DIVORCIADO(A),AGRESSIVO
7796,SOLTEIRO(A),AGRESSIVO
7797,SOLTEIRO(A),MODERADO
7798,DIVORCIADO(A),MODERADO
7799,SOLTEIRO(A),MODERADO
7800,DIVORCIADO(A),AGRESSIVO
7801,UNIÃO ESTÁVEL,AGRESSIVO
7802,SOLTEIRO(A),MODERADO
7803,DIVORCIADO(A),AGRESSIVO
7804,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7805,VIUVO(A),MODERADO
7806,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7807,SOLTEIRO(A),NÃO INFORMADO
7808,SOLTEIRO(A),MODERADO
7809,SOLTEIRO(A),MODERADO
7810,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7811,UNIÃO ESTÁVEL,AGRESSIVO
7812,SOLTEIRO(A),AGRESSIVO
7813,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7814,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7815,SOLTEIRO(A),AGRESSIVO
7816,SOLTEIRO(A),MODERADO
7817,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7818,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7819,SOLTEIRO(A),MODERADO
7820,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7821,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7822,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7823,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7824,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7825,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7826,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7827,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7828,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7829,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7830,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7831,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7832,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7833,DIVORCIADO(A),AGRESSIVO
7834,SOLTEIRO(A),MODERADO
7835,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7836,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7837,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7838,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7839,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7840,SOLTEIRO(A),AGRESSIVO
7841,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7842,CASADO(A) COM BRASILEIRO(A) NATURALIZADO,AGRESSIVO
7843,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7844,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7845,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7846,UNIÃO ESTÁVEL,AGRESSIVO
7847,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7848,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7849,SOLTEIRO(A),AGRESSIVO
7850,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7851,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7852,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7853,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7854,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7855,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7856,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7857,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7858,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7859,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7860,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7861,SOLTEIRO(A),AGRESSIVO
7862,SOLTEIRO(A),AGRESSIVO
7863,SOLTEIRO(A),AGRESSIVO
7864,DIVORCIADO(A),MODERADO
7865,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7866,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7867,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7868,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7869,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7870,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7871,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7872,SOLTEIRO(A),AGRESSIVO
7873,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7874,SOLTEIRO(A),AGRESSIVO
7875,DIVORCIADO(A),AGRESSIVO
7876,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7877,UNIÃO ESTÁVEL,AGRESSIVO
7878,SOLTEIRO(A),AGRESSIVO
7879,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7880,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7881,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7882,SOLTEIRO(A),AGRESSIVO
7883,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7884,UNIÃO ESTÁVEL,AGRESSIVO
7885,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7886,SOLTEIRO(A),AGRESSIVO
7887,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7888,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7889,DIVORCIADO(A),AGRESSIVO
7890,SOLTEIRO(A),AGRESSIVO
7891,SOLTEIRO(A),AGRESSIVO
7892,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7893,DIVORCIADO(A),AGRESSIVO
7894,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7895,CASADO(A) COM BRASILEIRO(A)  NATO(A),CONSERVADOR
7896,SOLTEIRO(A),AGRESSIVO
7897,DIVORCIADO(A),AGRESSIVO
7898,SOLTEIRO(A),AGRESSIVO
7899,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7900,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7901,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7902,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7903,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7904,SOLTEIRO(A),AGRESSIVO
7905,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7906,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7907,DIVORCIADO(A),AGRESSIVO
7908,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7909,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7910,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7911,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7912,DESQUITADO(A),MODERADO
7913,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7914,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7915,DESQUITADO(A),MODERADO
7916,SOLTEIRO(A),AGRESSIVO
7917,VIUVO(A),AGRESSIVO
7918,SOLTEIRO(A),AGRESSIVO
7919,SOLTEIRO(A),AGRESSIVO
7920,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7921,SOLTEIRO(A),AGRESSIVO
7922,SOLTEIRO(A),AGRESSIVO
7923,VIUVO(A),AGRESSIVO
7924,DIVORCIADO(A),AGRESSIVO
7925,SOLTEIRO(A),MODERADO
7926,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7927,DIVORCIADO(A),MODERADO
7928,DIVORCIADO(A),AGRESSIVO
7929,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7930,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7931,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7932,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7933,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7934,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7935,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7936,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7937,DIVORCIADO(A),MODERADO
7938,VIUVO(A),AGRESSIVO
7939,DIVORCIADO(A),AGRESSIVO
7940,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7941,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7942,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7943,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7944,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7945,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7946,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7947,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7948,DIVORCIADO(A),MODERADO
7949,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7950,SOLTEIRO(A),AGRESSIVO
7951,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7952,SOLTEIRO(A),MODERADO
7953,UNIÃO ESTÁVEL,AGRESSIVO
7954,DIVORCIADO(A),MODERADO
7955,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7956,SOLTEIRO(A),AGRESSIVO
7957,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7958,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7959,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7960,SOLTEIRO(A),AGRESSIVO
7961,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7962,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7963,SOLTEIRO(A),AGRESSIVO
7964,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7965,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7966,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7967,SOLTEIRO(A),AGRESSIVO
7968,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7969,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7970,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7971,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7972,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7973,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7974,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7975,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7976,SOLTEIRO(A),MODERADO
7977,DIVORCIADO(A),MODERADO
7978,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7979,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7980,DIVORCIADO(A),AGRESSIVO
7981,SOLTEIRO(A),AGRESSIVO
7982,SOLTEIRO(A),AGRESSIVO
7983,DIVORCIADO(A),AGRESSIVO
7984,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7985,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7986,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7987,SOLTEIRO(A),MODERADO
7988,SOLTEIRO(A),AGRESSIVO
7989,SOLTEIRO(A),MODERADO
7990,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7991,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7992,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7993,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7994,SOLTEIRO(A),AGRESSIVO
7995,DIVORCIADO(A),MODERADO
7996,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
7997,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7998,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
7999,SOLTEIRO(A),AGRESSIVO
8000,SOLTEIRO(A),AGRESSIVO
8001,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8002,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8003,SOLTEIRO(A),AGRESSIVO
8004,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8005,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8006,SOLTEIRO(A),AGRESSIVO
8007,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8008,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8009,SOLTEIRO(A),MODERADO
8010,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8011,UNIÃO ESTÁVEL,MODERADO
8012,UNIÃO ESTÁVEL,AGRESSIVO
8013,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8014,DIVORCIADO(A),AGRESSIVO
8015,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8016,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8017,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8018,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8019,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8020,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8021,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8022,SOLTEIRO(A),AGRESSIVO
8023,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8024,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8025,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8026,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8027,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8028,SOLTEIRO(A),AGRESSIVO
8029,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8030,SOLTEIRO(A),AGRESSIVO
8031,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8032,SOLTEIRO(A),AGRESSIVO
8033,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8034,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8035,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8036,UNIÃO ESTÁVEL,CONSERVADOR
8037,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8038,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8039,SOLTEIRO(A),AGRESSIVO
8040,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8041,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8042,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8043,DIVORCIADO(A),AGRESSIVO
8044,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8045,SOLTEIRO(A),MODERADO
8046,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8047,DIVORCIADO(A),MODERADO
8048,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8049,SOLTEIRO(A),AGRESSIVO
8050,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8051,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8052,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8053,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8054,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8055,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8056,VIUVO(A),AGRESSIVO
8057,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8058,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8059,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8060,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8061,SOLTEIRO(A),AGRESSIVO
8062,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8063,VIUVO(A),AGRESSIVO
8064,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8065,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8066,SOLTEIRO(A),AGRESSIVO
8067,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8068,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8069,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8070,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8071,VIUVO(A),MODERADO
8072,UNIÃO ESTÁVEL,AGRESSIVO
8073,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8074,SOLTEIRO(A),MODERADO
8075,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8076,DIVORCIADO(A),AGRESSIVO
8077,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8078,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8079,DIVORCIADO(A),AGRESSIVO
8080,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8081,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8082,DIVORCIADO(A),CONSERVADOR
8083,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8084,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8085,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8086,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8087,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8088,SOLTEIRO(A),AGRESSIVO
8089,SOLTEIRO(A),AGRESSIVO
8090,DIVORCIADO(A),MODERADO
8091,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8092,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8093,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8094,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8095,UNIÃO ESTÁVEL,AGRESSIVO
8096,DIVORCIADO(A),MODERADO
8097,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8098,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8099,SOLTEIRO(A),AGRESSIVO
8100,VIUVO(A),AGRESSIVO
8101,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8102,SOLTEIRO(A),AGRESSIVO
8103,UNIÃO ESTÁVEL,MODERADO
8104,SOLTEIRO(A),AGRESSIVO
8105,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8106,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8107,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8108,SOLTEIRO(A),AGRESSIVO
8109,UNIÃO ESTÁVEL,AGRESSIVO
8110,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8111,SOLTEIRO(A),AGRESSIVO
8112,SOLTEIRO(A),MODERADO
8113,VIUVO(A),AGRESSIVO
8114,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8115,DIVORCIADO(A),MODERADO
8116,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8117,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8118,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8119,DIVORCIADO(A),AGRESSIVO
8120,UNIÃO ESTÁVEL,AGRESSIVO
8121,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8122,SOLTEIRO(A),AGRESSIVO
8123,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8124,UNIÃO ESTÁVEL,AGRESSIVO
8125,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8126,VIUVO(A),AGRESSIVO
8127,SOLTEIRO(A),AGRESSIVO
8128,SOLTEIRO(A),AGRESSIVO
8129,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8130,SOLTEIRO(A),MODERADO
8131,DESQUITADO(A),AGRESSIVO
8132,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8133,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8134,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8135,SOLTEIRO(A),MODERADO
8136,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
8137,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8138,UNIÃO ESTÁVEL,NÃO INFORMADO
8139,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
8140,SOLTEIRO(A),MODERADO
8141,SOLTEIRO(A),MODERADO
8142,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
