COD_CONTA,DSC_ESTADO_CIVIL,DSC_SUITABILITY
1374,SOLTEIRO(A),AGRESSIVO
1375,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1376,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1377,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1378,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1379,UNIÃO ESTÁVEL,AGRESSIVO
1380,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1381,SOLTEIRO(A),MODERADO
1382,DIVORCIADO(A),MODERADO
1383,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1384,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1385,VIUVO(A),MODERADO
1386,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1387,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1388,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1389,SOLTEIRO(A),AGRESSIVO
1390,SOLTEIRO(A),AGRESSIVO
1391,SOLTEIRO(A),AGRESSIVO
1392,UNIÃO ESTÁVEL,AGRESSIVO
1393,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1394,SOLTEIRO(A),AGRESSIVO
1395,VIUVO(A),MODERADO
1396,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1397,SOLTEIRO(A),AGRESSIVO
1398,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1399,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1400,SOLTEIRO(A),MODERADO
1401,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1402,SOLTEIRO(A),MODERADO
1403,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1404,SOLTEIRO(A),AGRESSIVO
1405,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1406,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1407,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1408,SOLTEIRO(A),MODERADO
1409,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1410,DIVORCIADO(A),AGRESSIVO
1411,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1412,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1413,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1414,DIVORCIADO(A),AGRESSIVO
1415,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1416,SOLTEIRO(A),AGRESSIVO
1417,SOLTEIRO(A),AGRESSIVO
1418,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1419,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
1420,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1421,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1422,UNIÃO ESTÁVEL,AGRESSIVO
1423,SOLTEIRO(A),AGRESSIVO
1424,SOLTEIRO(A),AGRESSIVO
1425,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1426,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1427,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1428,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1429,DIVORCIADO(A),AGRESSIVO
1430,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1431,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1432,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1433,DIVORCIADO(A),AGRESSIVO
1434,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1435,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1436,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1437,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1438,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1439,UNIÃO ESTÁVEL,AGRESSIVO
1440,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1441,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1442,SOLTEIRO(A),AGRESSIVO
1443,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1444,SOLTEIRO(A),AGRESSIVO
1445,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1446,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1447,DIVORCIADO(A),MODERADO
1448,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1449,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1450,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1451,DIVORCIADO(A),AGRESSIVO
1452,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1453,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1454,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1455,DIVORCIADO(A),AGRESSIVO
1456,SOLTEIRO(A),AGRESSIVO
1457,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1458,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
1459,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1460,SOLTEIRO(A),MODERADO
1461,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1462,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
1463,SOLTEIRO(A),AGRESSIVO
1464,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1465,UNIÃO ESTÁVEL,MODERADO
1466,SOLTEIRO(A),AGRESSIVO
1467,SOLTEIRO(A),AGRESSIVO
1468,SOLTEIRO(A),AGRESSIVO
1469,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1470,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1471,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1472,SOLTEIRO(A),AGRESSIVO
1473,SOLTEIRO(A),CONSERVADOR
1474,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1475,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1476,SOLTEIRO(A),MODERADO
1477,SOLTEIRO(A),AGRESSIVO
1478,SOLTEIRO(A),AGRESSIVO
1479,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1480,SOLTEIRO(A),AGRESSIVO
1481,SOLTEIRO(A),MODERADO
1482,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1483,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1484,SOLTEIRO(A),AGRESSIVO
1485,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1486,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1487,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1488,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1489,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1490,DIVORCIADO(A),AGRESSIVO
1491,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1492,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1493,SOLTEIRO(A),AGRESSIVO
1494,SOLTEIRO(A),MODERADO
1495,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1496,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1497,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1498,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1499,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1500,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1501,VIUVO(A),AGRESSIVO
1502,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1503,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1504,SOLTEIRO(A),AGRESSIVO
1505,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1506,SOLTEIRO(A),AGRESSIVO
1507,DIVORCIADO(A),AGRESSIVO
1508,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1509,DIVORCIADO(A),MODERADO
1510,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1511,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1512,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1513,DIVORCIADO(A),MODERADO
1514,SOLTEIRO(A),AGRESSIVO
1515,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1516,SEPARADO,AGRESSIVO
1517,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1518,SOLTEIRO(A),AGRESSIVO
1519,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1520,SOLTEIRO(A),MODERADO
1521,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1522,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1523,DIVORCIADO(A),AGRESSIVO
1524,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1525,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1526,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1527,SOLTEIRO(A),AGRESSIVO
1528,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1529,SOLTEIRO(A),AGRESSIVO
1530,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1531,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1532,SOLTEIRO(A),AGRESSIVO
1533,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1534,DIVORCIADO(A),AGRESSIVO
1535,UNIÃO ESTÁVEL,AGRESSIVO
1536,SOLTEIRO(A),MODERADO
1537,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1538,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1539,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1540,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1541,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1542,SOLTEIRO(A),MODERADO
1543,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1544,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1545,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1546,DESQUITADO(A),AGRESSIVO
1547,SOLTEIRO(A),AGRESSIVO
1548,SOLTEIRO(A),AGRESSIVO
1549,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1550,SOLTEIRO(A),AGRESSIVO
1551,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1552,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1553,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1554,SOLTEIRO(A),AGRESSIVO
1555,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1556,SOLTEIRO(A),MODERADO
1557,SOLTEIRO(A),MODERADO
1558,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1559,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1560,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1561,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1562,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1563,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1564,SOLTEIRO(A),AGRESSIVO
1565,CASADO(A) COM BRASILEIRO(A) NATURALIZADO,MODERADO
1566,VIUVO(A),AGRESSIVO
1567,DIVORCIADO(A),AGRESSIVO
1568,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1569,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1570,SOLTEIRO(A),AGRESSIVO
1571,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1572,SOLTEIRO(A),MODERADO
1573,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1574,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1575,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1576,DIVORCIADO(A),AGRESSIVO
1577,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1578,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1579,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1580,SOLTEIRO(A),MODERADO
1581,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1582,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1583,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1584,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1585,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1586,SOLTEIRO(A),AGRESSIVO
1587,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1588,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1589,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1590,SOLTEIRO(A),AGRESSIVO
1591,SOLTEIRO(A),AGRESSIVO
1592,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1593,SOLTEIRO(A),AGRESSIVO
1594,SOLTEIRO(A),AGRESSIVO
1595,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1596,SOLTEIRO(A),AGRESSIVO
1597,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1598,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1599,SOLTEIRO(A),AGRESSIVO
1600,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1601,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1602,DIVORCIADO(A),AGRESSIVO
1603,UNIÃO ESTÁVEL,AGRESSIVO
1604,SOLTEIRO(A),AGRESSIVO
1605,SOLTEIRO(A),AGRESSIVO
1606,SOLTEIRO(A),AGRESSIVO
1607,SOLTEIRO(A),AGRESSIVO
1608,SOLTEIRO(A),AGRESSIVO
1609,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1610,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1611,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1612,SOLTEIRO(A),AGRESSIVO
1613,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1614,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1615,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1616,SOLTEIRO(A),AGRESSIVO
1617,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1618,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1619,DIVORCIADO(A),MODERADO
1620,VIUVO(A),AGRESSIVO
1621,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1622,SOLTEIRO(A),MODERADO
1623,SOLTEIRO(A),AGRESSIVO
1624,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1625,SOLTEIRO(A),AGRESSIVO
1626,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1627,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1628,UNIÃO ESTÁVEL,AGRESSIVO
1629,SOLTEIRO(A),AGRESSIVO
1630,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1631,SOLTEIRO(A),AGRESSIVO
1632,SOLTEIRO(A),AGRESSIVO
1633,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1634,UNIÃO ESTÁVEL,AGRESSIVO
1635,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1636,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1637,SOLTEIRO(A),AGRESSIVO
1638,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1639,SOLTEIRO(A),AGRESSIVO
1640,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1641,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1642,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1643,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1644,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1645,DIVORCIADO(A),AGRESSIVO
1646,SOLTEIRO(A),AGRESSIVO
1647,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1648,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1649,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1650,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1651,UNIÃO ESTÁVEL,AGRESSIVO
1652,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1653,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1654,DIVORCIADO(A),AGRESSIVO
1655,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1656,UNIÃO ESTÁVEL,AGRESSIVO
1657,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1658,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1659,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1660,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1661,UNIÃO ESTÁVEL,AGRESSIVO
1662,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1663,SOLTEIRO(A),AGRESSIVO
1664,SOLTEIRO(A),AGRESSIVO
1665,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1666,SOLTEIRO(A),MODERADO
1667,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1668,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1669,SOLTEIRO(A),AGRESSIVO
1670,SOLTEIRO(A),AGRESSIVO
1671,SOLTEIRO(A),AGRESSIVO
1672,DIVORCIADO(A),MODERADO
1673,UNIÃO ESTÁVEL,MODERADO
1674,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1675,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1676,DIVORCIADO(A),MODERADO
1677,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1678,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1679,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1680,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1681,DIVORCIADO(A),AGRESSIVO
1682,UNIÃO ESTÁVEL,AGRESSIVO
1683,SOLTEIRO(A),MODERADO
1684,UNIÃO ESTÁVEL,AGRESSIVO
1685,SOLTEIRO(A),AGRESSIVO
1686,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1687,SOLTEIRO(A),AGRESSIVO
1688,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1689,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1690,DIVORCIADO(A),AGRESSIVO
1691,SOLTEIRO(A),MODERADO
1692,UNIÃO ESTÁVEL,AGRESSIVO
1693,SOLTEIRO(A),AGRESSIVO
1694,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1695,SOLTEIRO(A),AGRESSIVO
1696,SOLTEIRO(A),AGRESSIVO
1697,CASADO(A) COM BRASILEIRO(A) NATURALIZADO,MODERADO
1698,VIUVO(A),AGRESSIVO
1699,DIVORCIADO(A),AGRESSIVO
1700,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1701,SOLTEIRO(A),MODERADO
1702,UNIÃO ESTÁVEL,AGRESSIVO
1703,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1704,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1705,DIVORCIADO(A),AGRESSIVO
1706,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1707,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1708,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1709,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1710,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1711,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1712,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1713,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1714,SOLTEIRO(A),AGRESSIVO
1715,SOLTEIRO(A),AGRESSIVO
1716,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1717,DIVORCIADO(A),AGRESSIVO
1718,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1719,CASADO(A) COM BRASILEIRO(A)  NATO(A),NÃO INFORMADO
1720,SOLTEIRO(A),MODERADO
1721,DIVORCIADO(A),AGRESSIVO
1722,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1723,SOLTEIRO(A),AGRESSIVO
1724,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1725,SOLTEIRO(A),AGRESSIVO
1726,SOLTEIRO(A),MODERADO
1727,DIVORCIADO(A),AGRESSIVO
1728,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1729,SOLTEIRO(A),AGRESSIVO
1730,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1731,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1732,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1733,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1734,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1735,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1736,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1737,SOLTEIRO(A),AGRESSIVO
1738,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1739,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1740,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1741,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1742,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1743,UNIÃO ESTÁVEL,MODERADO
1744,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1745,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1746,DIVORCIADO(A),AGRESSIVO
1747,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1748,SOLTEIRO(A),AGRESSIVO
1749,SOLTEIRO(A),AGRESSIVO
1750,SOLTEIRO(A),MODERADO
1751,VIUVO(A),MODERADO
1752,DIVORCIADO(A),AGRESSIVO
1753,SOLTEIRO(A),AGRESSIVO
1754,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1755,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1756,VIUVO(A),AGRESSIVO
1757,SOLTEIRO(A),MODERADO
1758,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1759,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1760,UNIÃO ESTÁVEL,AGRESSIVO
1761,SOLTEIRO(A),AGRESSIVO
1762,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1763,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1764,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1765,SOLTEIRO(A),AGRESSIVO
1766,SOLTEIRO(A),MODERADO
1767,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1768,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1769,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1770,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1771,DIVORCIADO(A),AGRESSIVO
1772,DIVORCIADO(A),AGRESSIVO
1773,SOLTEIRO(A),AGRESSIVO
1774,UNIÃO ESTÁVEL,AGRESSIVO
1775,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1776,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1777,SOLTEIRO(A),AGRESSIVO
1778,VIUVO(A),AGRESSIVO
1779,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1780,VIUVO(A),MODERADO
1781,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1782,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1783,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1784,SOLTEIRO(A),AGRESSIVO
1785,DIVORCIADO(A),AGRESSIVO
1786,SOLTEIRO(A),AGRESSIVO
1787,SOLTEIRO(A),AGRESSIVO
1788,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1789,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1790,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1791,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1792,UNIÃO ESTÁVEL,AGRESSIVO
1793,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1794,UNIÃO ESTÁVEL,MODERADO
1795,SOLTEIRO(A),AGRESSIVO
1796,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1797,SOLTEIRO(A),AGRESSIVO
1798,SOLTEIRO(A),AGRESSIVO
1799,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1800,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1801,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1802,SOLTEIRO(A),AGRESSIVO
1803,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1804,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
1805,SOLTEIRO(A),AGRESSIVO
1806,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1807,DIVORCIADO(A),AGRESSIVO
1808,SOLTEIRO(A),AGRESSIVO
1809,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1810,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1811,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1812,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
1813,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
